address	family	index	addressKind	sourceKinds	labels	readCount	writeCount	charaSeedCount	fileCount	familyOwnerDomain	familyOwnerPath	familyPersistence	familyStatus	mappingAction	sampleEvidence
ITEMPRICE:132	ITEMPRICE	132	fixed-index	csvDefinition	아이다 알리사	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:95 132,아이다 알리사,1000
ITEMPRICE:133	ITEMPRICE	133	fixed-index	csvDefinition	나카지마 하즈키	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:96 133,나카지마 하즈키,3000
ITEMPRICE:134	ITEMPRICE	134	fixed-index	csvDefinition	오리베 나츠미	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:97 134,오리베 나츠미,4000
ITEMPRICE:135	ITEMPRICE	135	fixed-index	csvDefinition	카와기시 아사히	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:98 135,카와기시 아사히,500
ITEMPRICE:136	ITEMPRICE	136	fixed-index	csvDefinition	아키나 미레이	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:99 136,아키나 미레이,1500
ITEMPRICE:137	ITEMPRICE	137	fixed-index	csvDefinition	야미자키 린코	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:100 137,야미자키 린코,200000
ITEMPRICE:138	ITEMPRICE	138	fixed-index	csvDefinition	코히나타 시오리	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:101 138,코히나타 시오리,700
ITEMPRICE:139	ITEMPRICE	139	fixed-index	csvDefinition	쇼우노 소라	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:102 139,쇼우노 소라,18000
ITEMPRICE:14	ITEMPRICE	14	fixed-index	csvDefinition	밧줄	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:15 14,밧줄,3000,
ITEMPRICE:140	ITEMPRICE	140	fixed-index	csvDefinition	하뉴 리사	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:103 140,하뉴 리사,7500
ITEMPRICE:141	ITEMPRICE	141	fixed-index	csvDefinition	후지카와 리에	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:104 141,후지카와 리에,10000
ITEMPRICE:142	ITEMPRICE	142	fixed-index	csvDefinition	아이바 세리나	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:105 142,아이바 세리나,7500
ITEMPRICE:143	ITEMPRICE	143	fixed-index	csvDefinition	타카기 사오리	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:106 143,타카기 사오리,700
ITEMPRICE:144	ITEMPRICE	144	fixed-index	csvDefinition	미요시 유카코	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:107 144,미요시 유카코,500
ITEMPRICE:145	ITEMPRICE	145	fixed-index	csvDefinition	타카나시 오토하	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:108 145,타카나시 오토하,1500
ITEMPRICE:146	ITEMPRICE	146	fixed-index	csvDefinition	미즈모리 유키나	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:109 146,미즈모리 유키나,2000
ITEMPRICE:15	ITEMPRICE	15	fixed-index	csvDefinition	관장기+플러그	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:16 15,관장기+플러그,8000,
ITEMPRICE:150	ITEMPRICE	150	fixed-index	csvDefinition	【구인광고】	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:110 150,【구인광고】,300
ITEMPRICE:16	ITEMPRICE	16	fixed-index	csvDefinition	큰거울	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:17 16,큰거울,30000,;수치 플레이가 가능해진다
ITEMPRICE:17	ITEMPRICE	17	fixed-index	csvDefinition	착유기	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:18 17,착유기,1500,
ITEMPRICE:18	ITEMPRICE	18	fixed-index	csvDefinition	촬영세트・기초	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:19 18,촬영세트・기초,5000,;야외 플레이가 가능해진다
ITEMPRICE:19	ITEMPRICE	19	fixed-index	csvDefinition	코스프레의상	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:20 19,코스프레의상,20000,;새신부 플레이가 가능해진다
ITEMPRICE:2	ITEMPRICE	2	fixed-index	csvDefinition	E마사지기	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:3 2,E마사지기,2000,
ITEMPRICE:20	ITEMPRICE	20	fixed-index	csvDefinition	애널비즈	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:21 20,애널비즈,700,
ITEMPRICE:200	ITEMPRICE	200	fixed-index	csvDefinition	마술식로터	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:113 200,마술식로터,500
ITEMPRICE:201	ITEMPRICE	201	fixed-index	csvDefinition	마술식바이브	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:114 201,마술식바이브,500
ITEMPRICE:202	ITEMPRICE	202	fixed-index	csvDefinition	마술식E마사지	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:115 202,마술식E마사지,500
ITEMPRICE:203	ITEMPRICE	203	fixed-index	csvDefinition	마술식애널바이브	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:116 203,마술식애널바이브,500
ITEMPRICE:204	ITEMPRICE	204	fixed-index	csvDefinition	마술식클리캡	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:117 204,마술식클리캡,500
ITEMPRICE:205	ITEMPRICE	205	fixed-index	csvDefinition	마술식유두캡	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:118 205,마술식유두캡,500
ITEMPRICE:206	ITEMPRICE	206	fixed-index	csvDefinition	고성능채찍	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:119 206,고성능채찍,500
ITEMPRICE:207	ITEMPRICE	207	fixed-index	csvDefinition	고성능바늘	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:120 207,고성능바늘,500
ITEMPRICE:208	ITEMPRICE	208	fixed-index	csvDefinition	피로회복용입욕제	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:121 208,피로회복용입욕제,500
ITEMPRICE:209	ITEMPRICE	209	fixed-index	csvDefinition	살아있는밧줄	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:122 209,살아있는밧줄,500
ITEMPRICE:21	ITEMPRICE	21	fixed-index	csvDefinition	전극플러그	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:22 21,전극플러그,50000,
ITEMPRICE:210	ITEMPRICE	210	fixed-index	csvDefinition	마술식착유기	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:123 210,마술식착유기,500
ITEMPRICE:211	ITEMPRICE	211	fixed-index	csvDefinition	에이프런	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:124 211,에이프런,500
ITEMPRICE:212	ITEMPRICE	212	fixed-index	csvDefinition	마술식애널비즈	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:125 212,마술식애널비즈,500
ITEMPRICE:213	ITEMPRICE	213	fixed-index	csvDefinition	마술식삼각목마	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:126 213,마술식삼각목마,500
ITEMPRICE:214	ITEMPRICE	214	fixed-index	csvDefinition	마술식오나홀	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:127 214,마술식오나홀,500
ITEMPRICE:22	ITEMPRICE	22	fixed-index	csvDefinition	개	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:23 22,개,150000000,
ITEMPRICE:23	ITEMPRICE	23	fixed-index	csvDefinition	본디지	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:24 23,본디지,10000,;조수전용
ITEMPRICE:24	ITEMPRICE	24	fixed-index	csvDefinition	콘돔	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:26 24,콘돔,10,;흔한 피임구. 피임 효과는 확실하나 일회용
ITEMPRICE:25	ITEMPRICE	25	fixed-index	csvDefinition	로션	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:27 25,로션,200,
ITEMPRICE:26	ITEMPRICE	26	fixed-index	csvDefinition	프린세스포이즌	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:28 26,프린세스포이즌,2000,;다른 era시리즈의 음약
ITEMPRICE:27	ITEMPRICE	27	fixed-index	csvDefinition	이뇨제	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:29 27,이뇨제,1000,
ITEMPRICE:29	ITEMPRICE	29	fixed-index	csvDefinition	싸인펜	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:31 29,싸인펜,100,
ITEMPRICE:3	ITEMPRICE	3	fixed-index	csvDefinition	애널바이브	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:4 3,애널바이브,5000,
ITEMPRICE:30	ITEMPRICE	30	fixed-index	csvDefinition	영양제	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:33 30,영양제,1000,;체력을 300회복
ITEMPRICE:31	ITEMPRICE	31	fixed-index	csvDefinition	향	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:34 31,향,3000,;부정의 구슬을 반감한다
ITEMPRICE:34	ITEMPRICE	34	fixed-index	csvDefinition	피어스링	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:36 34,피어스링,5000,;캐릭터에게 피어스를 단다
ITEMPRICE:37	ITEMPRICE	37	fixed-index	csvDefinition	러브스코프	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:38 37,러브스코프,1000,;조교대상의 호감도가 표시된다
ITEMPRICE:38	ITEMPRICE	38	fixed-index	csvDefinition	부스터메일	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:39 38,부스터메일,100000,;마스터에게 매혹이 붙는다
ITEMPRICE:39	ITEMPRICE	39	fixed-index	csvDefinition	【비밀지식】	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:40 39,【비밀지식】,200000,;마스터에게 비밀지식이 붙는다
ITEMPRICE:4	ITEMPRICE	4	fixed-index	csvDefinition	페니스밴드	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:5 4,페니스밴드,2000,
ITEMPRICE:40	ITEMPRICE	40	fixed-index	csvDefinition	배란유발제	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:42 40,배란유발제,2000,;임신시킬때 사용
ITEMPRICE:41	ITEMPRICE	41	fixed-index	csvDefinition	강모제	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:43 41,강모제,2000,;음모를 자라게한다
ITEMPRICE:42	ITEMPRICE	42	fixed-index	csvDefinition	【조합지식】	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:45 42,【조합지식】,50000,;마스터에게 조합지식이 붙는다
ITEMPRICE:43	ITEMPRICE	43	fixed-index	csvDefinition	배란억제제	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:46 43,배란억제제,50000,
ITEMPRICE:5	ITEMPRICE	5	fixed-index	csvDefinition	아이마스크	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:6 5,아이마스크,4000,
ITEMPRICE:52	ITEMPRICE	52	fixed-index	csvDefinition	【기교Lv】	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:48 52,【기교Lv】,5000,;마스터의 기교가 상승
ITEMPRICE:6	ITEMPRICE	6	fixed-index	csvDefinition	비디오카메라	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:7 6,비디오카메라,7000,
ITEMPRICE:60	ITEMPRICE	60	fixed-index	csvDefinition	코스프레의상・라이트노벨팩	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:50 60,코스프레의상・라이트노벨팩,90000
ITEMPRICE:61	ITEMPRICE	61	fixed-index	csvDefinition	코스프레의상・아니메팩	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:51 61,코스프레의상・아니메팩,50000
ITEMPRICE:62	ITEMPRICE	62	fixed-index	csvDefinition	코스프레의상・망가팩	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:52 62,코스프레의상・망가팩,70000
ITEMPRICE:63	ITEMPRICE	63	fixed-index	csvDefinition	코스프레의상・미소녀게임팩	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:53 63,코스프레의상・미소녀게임팩,80000
ITEMPRICE:7	ITEMPRICE	7	fixed-index	csvDefinition	클리캡	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:8 7,클리캡,2000,
ITEMPRICE:8	ITEMPRICE	8	fixed-index	csvDefinition	니플캡	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:9 8,니플캡,3000,
ITEMPRICE:9	ITEMPRICE	9	fixed-index	csvDefinition	볼개그	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:10 9,볼개그,1000,
ITEMPRICE:90	ITEMPRICE	90	fixed-index	csvDefinition	촉수생물	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:54 90,촉수생물,1000000
ITEMPRICE:91	ITEMPRICE	91	fixed-index	csvDefinition	파란마술서	0	0	0	1					needs-review	csvDefinition:original-game/CSV/Item.csv:55 91,파란마술서,1000000
ITEMSALES:<dynamic>	ITEMSALES	<dynamic>	dynamic-index	erbUsage	A | B | COUNT	1	11	0	4	shop	session.shop.visibleListingIds	session	needsIndexMapping	define-pattern-mapping	erbUsage:original-game/ERB/システム関係/SHOP_ITEM.ERB:150 ITEMSALES:COUNT = 1
ITEMSALES	ITEMSALES		family-declaration	variableSize		0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	family-only-review	variableSize:original-game/CSV/VariableSize.CSV:None ITEMSALES,1000
ITEMSALES:0	ITEMSALES	0	fixed-index	csvDefinition|erbUsage	로터	0	1	0	2	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:1 0,로터,200,
ITEMSALES:1	ITEMSALES	1	fixed-index	csvDefinition	바이브	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:2 1,바이브,500,
ITEMSALES:10	ITEMSALES	10	fixed-index	csvDefinition	채찍	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:11 10,채찍,200,
ITEMSALES:100	ITEMSALES	100	fixed-index	csvDefinition	미야마 카나데	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:63 100,미야마 카나데,500
ITEMSALES:101	ITEMSALES	101	fixed-index	csvDefinition	사사키 미노리	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:64 101,사사키 미노리,500
ITEMSALES:102	ITEMSALES	102	fixed-index	csvDefinition	쿠루메 사에	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:65 102,쿠루메 사에,300
ITEMSALES:103	ITEMSALES	103	fixed-index	csvDefinition	이이노 미키	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:66 103,이이노 미키,1000
ITEMSALES:104	ITEMSALES	104	fixed-index	csvDefinition	와타라이 키쿄우	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:67 104,와타라이 키쿄우,500
ITEMSALES:105	ITEMSALES	105	fixed-index	csvDefinition	칸다 히요리	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:68 105,칸다 히요리,700
ITEMSALES:106	ITEMSALES	106	fixed-index	csvDefinition	타타라 히나	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:69 106,타타라 히나,1000
ITEMSALES:107	ITEMSALES	107	fixed-index	csvDefinition	타타라 유나	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:70 107,타타라 유나,1000
ITEMSALES:108	ITEMSALES	108	fixed-index	csvDefinition	레이첼・파라디수스	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:71 108,레이첼・파라디수스,50000
ITEMSALES:109	ITEMSALES	109	fixed-index	csvDefinition	키류 카논	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:72 109,키류 카논,50000
ITEMSALES:11	ITEMSALES	11	fixed-index	csvDefinition	바늘	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:12 11,바늘,2000,
ITEMSALES:110	ITEMSALES	110	fixed-index	csvDefinition	스노 이쿠미	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:73 110,스노 이쿠미,20000
ITEMSALES:111	ITEMSALES	111	fixed-index	csvDefinition	고토 미츠키	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:74 111,고토 미츠키,600
ITEMSALES:112	ITEMSALES	112	fixed-index	csvDefinition	사카키 아유무	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:75 112,사카키 아유무,1000
ITEMSALES:113	ITEMSALES	113	fixed-index	csvDefinition	미츠루 이즈키	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:76 113,미츠루 이즈키,5000
ITEMSALES:114	ITEMSALES	114	fixed-index	csvDefinition	히나미 하루노	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:77 114,히나미 하루노,1000
ITEMSALES:115	ITEMSALES	115	fixed-index	csvDefinition	미사키 에리카	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:78 115,미사키 에리카,700
ITEMSALES:116	ITEMSALES	116	fixed-index	csvDefinition	미야마 미이	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:79 116,미야마 미이,250000
ITEMSALES:117	ITEMSALES	117	fixed-index	csvDefinition	렌카・록웰	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:80 117,렌카・록웰,8000
ITEMSALES:118	ITEMSALES	118	fixed-index	csvDefinition	히토미쨩	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:81 118,히토미쨩,100
ITEMSALES:119	ITEMSALES	119	fixed-index	csvDefinition	아카바 마리	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:82 119,아카바 마리,600
ITEMSALES:12	ITEMSALES	12	fixed-index	csvDefinition	오나홀	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:13 12,오나홀,4000,
ITEMSALES:120	ITEMSALES	120	fixed-index	csvDefinition	하세가와 미나토	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:83 120,하세가와 미나토,500
ITEMSALES:121	ITEMSALES	121	fixed-index	csvDefinition	오리베 마나카	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:84 121,오리베 마나카,500
ITEMSALES:122	ITEMSALES	122	fixed-index	csvDefinition	아마미 루이	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:85 122,아마미 루이,700
ITEMSALES:123	ITEMSALES	123	fixed-index	csvDefinition	테라모토 유카리	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:86 123,테라모토 유카리,3000
ITEMSALES:124	ITEMSALES	124	fixed-index	csvDefinition	미카미 키요카	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:87 124,미카미 키요카,4000
ITEMSALES:125	ITEMSALES	125	fixed-index	csvDefinition	시미즈 사쿠라코	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:88 125,시미즈 사쿠라코,40000
ITEMSALES:126	ITEMSALES	126	fixed-index	csvDefinition	토모요시 아야노	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:89 126,토모요시 아야노,12000
ITEMSALES:127	ITEMSALES	127	fixed-index	csvDefinition	사쿠라이 프리실라	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:90 127,사쿠라이 프리실라,4000
ITEMSALES:128	ITEMSALES	128	fixed-index	csvDefinition	아오이 하루카	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:91 128,아오이 하루카,2000
ITEMSALES:129	ITEMSALES	129	fixed-index	csvDefinition	후미노 유즈카	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:92 129,후미노 유즈카,3000
ITEMSALES:13	ITEMSALES	13	fixed-index	csvDefinition	플레이매트	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:14 13,플레이매트,5000,;목욕탕 플레이 확대
ITEMSALES:130	ITEMSALES	130	fixed-index	csvDefinition	시라나미 유카리	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:93 130,시라나미 유카리,1500
ITEMSALES:131	ITEMSALES	131	fixed-index	csvDefinition	아이다 엘레나	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:94 131,아이다 엘레나,2000
ITEMSALES:132	ITEMSALES	132	fixed-index	csvDefinition	아이다 알리사	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:95 132,아이다 알리사,1000
ITEMSALES:133	ITEMSALES	133	fixed-index	csvDefinition	나카지마 하즈키	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:96 133,나카지마 하즈키,3000
ITEMSALES:134	ITEMSALES	134	fixed-index	csvDefinition	오리베 나츠미	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:97 134,오리베 나츠미,4000
ITEMSALES:135	ITEMSALES	135	fixed-index	csvDefinition	카와기시 아사히	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:98 135,카와기시 아사히,500
ITEMSALES:136	ITEMSALES	136	fixed-index	csvDefinition	아키나 미레이	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:99 136,아키나 미레이,1500
ITEMSALES:137	ITEMSALES	137	fixed-index	csvDefinition	야미자키 린코	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:100 137,야미자키 린코,200000
ITEMSALES:138	ITEMSALES	138	fixed-index	csvDefinition	코히나타 시오리	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:101 138,코히나타 시오리,700
ITEMSALES:139	ITEMSALES	139	fixed-index	csvDefinition	쇼우노 소라	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:102 139,쇼우노 소라,18000
ITEMSALES:14	ITEMSALES	14	fixed-index	csvDefinition	밧줄	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:15 14,밧줄,3000,
ITEMSALES:140	ITEMSALES	140	fixed-index	csvDefinition	하뉴 리사	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:103 140,하뉴 리사,7500
ITEMSALES:141	ITEMSALES	141	fixed-index	csvDefinition	후지카와 리에	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:104 141,후지카와 리에,10000
ITEMSALES:142	ITEMSALES	142	fixed-index	csvDefinition	아이바 세리나	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:105 142,아이바 세리나,7500
ITEMSALES:143	ITEMSALES	143	fixed-index	csvDefinition	타카기 사오리	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:106 143,타카기 사오리,700
ITEMSALES:144	ITEMSALES	144	fixed-index	csvDefinition	미요시 유카코	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:107 144,미요시 유카코,500
ITEMSALES:145	ITEMSALES	145	fixed-index	csvDefinition	타카나시 오토하	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:108 145,타카나시 오토하,1500
ITEMSALES:146	ITEMSALES	146	fixed-index	csvDefinition	미즈모리 유키나	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:109 146,미즈모리 유키나,2000
ITEMSALES:15	ITEMSALES	15	fixed-index	csvDefinition	관장기+플러그	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:16 15,관장기+플러그,8000,
ITEMSALES:150	ITEMSALES	150	fixed-index	csvDefinition	【구인광고】	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:110 150,【구인광고】,300
ITEMSALES:16	ITEMSALES	16	fixed-index	csvDefinition	큰거울	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:17 16,큰거울,30000,;수치 플레이가 가능해진다
ITEMSALES:17	ITEMSALES	17	fixed-index	csvDefinition|erbUsage	착유기	0	2	0	2	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:18 17,착유기,1500,
ITEMSALES:18	ITEMSALES	18	fixed-index	csvDefinition	촬영세트・기초	0	0	0	1	shop	session.shop.visibleListingIds	session	needsIndexMapping	map-session-state	csvDefinition:original-game/CSV/Item.csv:19 18,촬영세트・기초,5000,;야외 플레이가 가능해진다
