candidate	family	domains	accessKeyCount	totalCount	readCount	writeCount	fileCount	sampleAccessKeys	sampleFiles
EX:3	EX	people|body|missingMapping	1	11	8	3	4	EX:3	original-game/ERB/システム関係/CHEAT.ERB:929 | original-game/ERB/システム関係/CHEAT.ERB:940 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:1022
EXP:101	EXP	people|body|missingMapping	5	11	7	4	9	EXP:101, EXP:COUNT:101, EXP:C_NUM:101, EXP:LOCAL:101, EXP:PLAYER:101	original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB:381 | original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB:571 | original-game/ERB/システム関係/PROF.ERB:30
EXP:103	EXP	people|body|missingMapping	2	11	5	6	3	EXP:103, EXP:COUNT:103	original-game/ERB/システム関係/PROF.ERB:97 | original-game/ERB/システム関係/PROF.ERB:98 | original-game/ERB/イベント関係/NTR関係/MOLESTER_DETAIL.ERB:45
EXP:60	EXP	people|body|missingMapping	4	11	9	2	5	EXP:60, EXP:C:60, EXP:D:60, EXP:T:60	original-game/ERB/システム関係/PROF.ERB:108 | original-game/ERB/システム関係/PROF.ERB:109 | original-game/ERB/システム関係/SELL_CHARA.ERB:319
FLAG:34	FLAG	world|missingMapping	1	11	7	4	2	FLAG:34	original-game/ERB/イベント関係/EVENT_TURNEND.ERB:471 | original-game/ERB/イベント関係/EVENT_TURNEND.ERB:481 | original-game/ERB/システム関係/SYSTEM_CONFIG.ERB:29
FLAG:557	FLAG	world|missingMapping	1	11	2	9	6	FLAG:557	original-game/ERB/イベント関係/ADD_ANGEL.ERB:28 | original-game/ERB/イベント関係/ADD_ANGEL.ERB:151 | original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB:77
ITEM:34	ITEM	inventory	1	11	7	4	4	ITEM:34	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:242 | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB:525 | original-game/ERB/システム関係/SHOP_ITEM.ERB:269
ITEMNAME:26	ITEMNAME	catalog	1	11	11	0	10	ITEMNAME:26	original-game/ERB/指導関係/COMF122.ERB:129 | original-game/ERB/指導関係/COMF3.ERB:193 | original-game/ERB/指導関係/COMF33.ERB:137
PALAM:1	PALAM	body|feature-session	2	11	7	4	3	PALAM:1, PALAM:TARGET:1	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:673 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:681 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:689
PALAM:14	PALAM	body|feature-session	2	11	7	4	3	PALAM:14, PALAM:TARGET:14	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:751 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:759 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:767
PALAM:2	PALAM	body|feature-session	2	11	7	4	3	PALAM:2, PALAM:TARGET:2	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:712 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:720 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:728
PALAMNAME:0	PALAMNAME	catalog	1	11	11	0	8	PALAMNAME:0	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:527 | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:759 | original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB:187
TALENT:128	TALENT	people|body|missingMapping	4	11	9	2	6	TALENT:128, TALENT:COUNT:128, TALENT:T:128, TALENT:TARGET:128	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:542 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:552 | original-game/ERB/システム関係/CALC_BEAUTY.ERB:15
TALENT:131	TALENT	people|body|missingMapping	2	11	9	2	6	TALENT:131, TALENT:PLAYER:131	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:295 | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB:113 | original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB:585
TALENT:18	TALENT	people|body|missingMapping	2	11	11	0	5	TALENT:18, TALENT:COUNT:18	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:64 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:70 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:95
TALENT:232	TALENT	people|body|missingMapping	4	11	7	4	6	TALENT:232, TALENT:ASSI:232, TALENT:COUNT:232, TALENT:PLAYER:232	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:736 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:740 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:760
TALENT:40	TALENT	people|body|missingMapping	2	11	8	3	8	TALENT:40, TALENT:COUNT:40	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1455 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:1329 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:1744
TALENT:41	TALENT	people|body|missingMapping	2	11	8	3	8	TALENT:41, TALENT:COUNT:41	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1458 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:1332 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:1747
TALENT:424	TALENT	people|body|missingMapping	3	11	5	6	6	TALENT:424, TALENT:ASSI:424, TALENT:COUNT:424	original-game/ERB/イベント関係/ADD_ANGEL.ERB:109 | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB:150 | original-game/ERB/システム関係/CALC_BEAUTY.ERB:25
TALENT:552	TALENT	people|body|missingMapping	1	11	9	2	7	TALENT:552	original-game/ERB/クリアボーナス関係/CLEARBONUS_CALL.ERB:34 | original-game/ERB/クリアボーナス関係/CLEARBONUS_CHARA.ERB:52 | original-game/ERB/システム関係/INFO.ERB:370
TALENT:79	TALENT	people|body|missingMapping	3	11	11	0	10	TALENT:79, TALENT:COUNT:79, TALENT:C_NUM:79	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1928 | original-game/ERB/指導関係/COMF60.ERB:111 | original-game/ERB/指導関係/COMF61.ERB:126
TALENTNAME:198	TALENTNAME	catalog	1	11	11	0	2	TALENTNAME:198	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:521 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:111 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:111
TALENTNAME:21	TALENTNAME	catalog	1	11	11	0	2	TALENTNAME:21	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:303 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:82 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:82
TALENTNAME:27	TALENTNAME	catalog	1	11	11	0	2	TALENTNAME:27	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:319 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:91 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:91
TALENTNAME:34	TALENTNAME	catalog	1	11	11	0	6	TALENTNAME:34	original-game/ERB/イベント関係/EVENT_ADDICT.ERB:289 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:331 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:376
TCVAR:2	TCVAR	feature-session	2	11	1	10	5	TCVAR:2, TCVAR:LOCAL:2	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB:183 | original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB:181 | original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB:294
TEQUIP:98	TEQUIP	feature-session|interaction|equipment|missingMapping	1	11	8	3	6	TEQUIP:98	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:2466 | original-game/ERB/システム関係/INFO.ERB:1017 | original-game/ERB/システム関係/INFO.ERB:1079
TFLAG:414	TFLAG	feature-session|interaction|missingMapping	1	11	10	1	1	TFLAG:414	original-game/ERB/システム関係/面接/INTERVIEW.ERB:154 | original-game/ERB/システム関係/面接/INTERVIEW.ERB:552 | original-game/ERB/システム関係/面接/INTERVIEW.ERB:554
TFLAG:600	TFLAG	feature-session|interaction|missingMapping	1	11	10	1	3	TFLAG:600	original-game/ERB/指導関係/COMF39.ERB:464 | original-game/ERB/指導関係/COMF39.ERB:468 | original-game/ERB/指導関係/COMF39.ERB:472
TFLAG:881	TFLAG	feature-session|interaction|missingMapping	1	11	6	5	1	TFLAG:881	original-game/ERB/システム関係/PASSOUT.ERB:193 | original-game/ERB/システム関係/PASSOUT.ERB:195 | original-game/ERB/システム関係/PASSOUT.ERB:197
TFLAG:900	TFLAG	feature-session	1	11	2	9	4	TFLAG:900	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:29 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:43 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:51
ABLNAME:2	ABLNAME	catalog	1	10	10	0	6	ABLNAME:2	original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB:445 | original-game/ERB/システム関係/SELL_CHARA.ERB:303 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1620
ABLNAME:21	ABLNAME	catalog	1	10	10	0	6	ABLNAME:21	original-game/ERB/システム関係/SELL_CHARA.ERB:313 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1756 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1759
ABLNAME:81	ABLNAME	catalog	1	10	10	0	1	ABLNAME:81	original-game/ERB/システム関係/CALC_EXABL.ERB:283 | original-game/ERB/システム関係/CALC_EXABL.ERB:286 | original-game/ERB/システム関係/CALC_EXABL.ERB:289
BASE:33	BASE	body|people	1	10	6	4	1	BASE:33	original-game/ERB/システム関係/SYSTEM_IWS.ERB:429 | original-game/ERB/システム関係/SYSTEM_IWS.ERB:431 | original-game/ERB/システム関係/SYSTEM_IWS.ERB:432
BASE:34	BASE	body|people	1	10	6	4	1	BASE:34	original-game/ERB/システム関係/SYSTEM_IWS.ERB:440 | original-game/ERB/システム関係/SYSTEM_IWS.ERB:442 | original-game/ERB/システム関係/SYSTEM_IWS.ERB:443
BASE:35	BASE	body|people	1	10	6	4	1	BASE:35	original-game/ERB/システム関係/SYSTEM_IWS.ERB:406 | original-game/ERB/システム関係/SYSTEM_IWS.ERB:408 | original-game/ERB/システム関係/SYSTEM_IWS.ERB:409
CFLAG:10	CFLAG	people|body|feature-state|world|missingMapping	3	10	7	3	2	CFLAG:10, CFLAG:COUNT:10, CFLAG:LOCAL:10	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:9 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:10 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:27
CFLAG:51	CFLAG	people|body|feature-state|world|missingMapping	2	10	2	8	5	CFLAG:51, CFLAG:COUNT:51	original-game/ERB/娼館関係/WORK_NORMAL.ERB:520 | original-game/ERB/娼館関係/WORK_NORMAL.ERB:558 | original-game/ERB/娼館関係/WORK_NORMAL.ERB:685
CFLAG:671	CFLAG	people|body|feature-state|world|missingMapping	3	10	7	3	5	CFLAG:671, CFLAG:ARG:671, CFLAG:COUNT:671	original-game/ERB/システム関係/PLEASE.ERB:57 | original-game/ERB/システム関係/PLEASE.ERB:60 | original-game/ERB/システム関係/PLEASE.ERB:151
CFLAG:732	CFLAG	people|body|feature-state|world|missingMapping	2	10	8	2	3	CFLAG:732, CFLAG:TARGET:732	original-game/ERB/システム関係/SHOP_ACTRESS_INFO.ERB:60 | original-game/ERB/システム関係/SHOP_ACTRESS_INFO.ERB:71 | original-game/ERB/システム関係/SHOP_ACTRESS_INFO.ERB:73
CSTR:36	CSTR	text|people|body|missingMapping	1	10	4	6	4	CSTR:36	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1126 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1138 | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB:231
EXP:14	EXP	people|body|missingMapping	1	10	2	8	9	EXP:14	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:691 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:702 | original-game/ERB/指導関係/COMF0.ERB:163
EXP:21	EXP	people|body|missingMapping	1	10	6	4	6	EXP:21	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:600 | original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB:431 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:34
EXP:70	EXP	people|body|missingMapping	3	10	3	7	8	EXP:70, EXP:ARG:70, EXP:COUNT:70	original-game/ERB/イベント関係/職業素質系/MODEL_EVENT.ERB:81 | original-game/ERB/娼館関係/WORK_RESULT.ERB:161 | original-game/ERB/指導関係/COMF53.ERB:154
FLAG:39	FLAG	world|missingMapping	1	10	7	3	3	FLAG:39	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:46 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:148 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:241
ITEM:26	ITEM	inventory	1	10	5	5	6	ITEM:26	original-game/ERB/イベント関係/EVENT_ADDICT.ERB:79 | original-game/ERB/イベント関係/EVENT_ADDICT.ERB:90 | original-game/ERB/システム関係/CHEAT.ERB:136
ITEM:90	ITEM	inventory	1	10	7	3	6	ITEM:90	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:942 | original-game/ERB/システム関係/CHEAT.ERB:162 | original-game/ERB/システム関係/CHEAT.ERB:195
SOURCE:9	SOURCE	feature-session	1	10	4	6	6	SOURCE:9	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:1435 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:1464 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:1991
STR:0	STR	catalog|text	1	10	10	0	1	STR:0	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:172 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:173 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB:279
TALENT:101	TALENT	people|body|missingMapping	4	10	4	6	7	TALENT:101, TALENT:ASSI:101, TALENT:LOCAL:101, TALENT:T:101	original-game/ERB/イベント関係/ADD_CATASTROPH.ERB:12 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:764 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:766
TALENT:112	TALENT	people|body|missingMapping	4	10	3	7	4	TALENT:112, TALENT:ASSI:112, TALENT:COUNT:112, TALENT:T:112	original-game/ERB/イベント関係/ADD_ANGEL.ERB:101 | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB:110 | original-game/ERB/イベント関係/ADD_ANGEL.ERB:224
TALENT:208	TALENT	people|body|missingMapping	3	10	10	0	7	TALENT:208, TALENT:COUNT:208, TALENT:TARGET:208	original-game/ERB/システム関係/ビデオ周り/SET_VIDEOSALE.ERB:40 | original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB:931 | original-game/ERB/娼館関係/WORK_S_VAUCTION.ERB:74
TALENT:230	TALENT	people|body|missingMapping	2	10	7	3	5	TALENT:230, TALENT:ASSI:230	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:722 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:732 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:760
TALENT:231	TALENT	people|body|missingMapping	2	10	7	3	5	TALENT:231, TALENT:ASSI:231	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:752 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:756 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:760
TALENT:271	TALENT	people|body|missingMapping	4	10	6	4	7	TALENT:271, TALENT:ASSI:271, TALENT:COUNT:271, TALENT:TARGET:271	original-game/ERB/イベント関係/ADD_ANGEL.ERB:107 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:798 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:811
TALENT:414	TALENT	people|body|missingMapping	2	10	10	0	9	TALENT:414, TALENT:COUNT:414	original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB:720 | original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB:1059 | original-game/ERB/システム関係/ビデオ周り/SET_VIDEOSALE.ERB:30
TALENT:417	TALENT	people|body|missingMapping	3	10	9	1	6	TALENT:(LOCAL:4):417, TALENT:417, TALENT:TARGET:417	original-game/ERB/システム関係/面接/INTERVIEW.ERB:704 | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB:723 | original-game/ERB/システム関係/ビデオ周り/SET_VIDEOSALE.ERB:84
TALENT:500	TALENT	people|body|missingMapping	4	10	10	0	7	TALENT:500, TALENT:COUNT:500, TALENT:RESULT:500, TALENT:T:500	original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB:259 | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB:729 | original-game/ERB/システム関係/SHOP_MAIN.ERB:566
TALENT:501	TALENT	people|body|missingMapping	4	10	10	0	8	TALENT:501, TALENT:COUNT:501, TALENT:RESULT:501, TALENT:T:501	original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB:261 | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB:732 | original-game/ERB/システム関係/SHOP_MAIN.ERB:566
TALENT:502	TALENT	people|body|missingMapping	4	10	10	0	10	TALENT:502, TALENT:COUNT:502, TALENT:C_NUM:502, TALENT:RESULT:502	original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB:735 | original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB:1086 | original-game/ERB/ＡＶ撮影関係/AV_POINTCALC.ERB:145
TALENTNAME:151	TALENTNAME	catalog	1	10	10	0	1	TALENTNAME:151	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:101 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:101 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:193
TALENTNAME:505	TALENTNAME	catalog	1	10	10	0	4	TALENTNAME:505	original-game/ERB/指導関係/COMORDER.ERB:297 | original-game/ERB/訪問関係/IKUMI_LABO_DETAIL.ERB:73 | original-game/ERB/訪問関係/IKUMI_LABO_DETAIL.ERB:315
TALENTNAME:76	TALENTNAME	catalog	1	10	10	0	6	TALENTNAME:76	original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB:788 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:329 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:329
TCVAR:0	TCVAR	feature-session	2	10	5	5	3	TCVAR:0, TCVAR:LOCAL:0	original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB:238 | original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB:346 | original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB:544
TEQUIP:36	TEQUIP	feature-session|interaction|equipment|missingMapping	1	10	8	2	5	TEQUIP:36	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:31 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:33 | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB:47
TFLAG:150	TFLAG	feature-session|interaction|missingMapping	1	10	3	7	1	TFLAG:150	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:385 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:391 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:398
ABLNAME:0	ABLNAME	catalog	1	9	9	0	5	ABLNAME:0	original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB:441 | original-game/ERB/システム関係/SELL_CHARA.ERB:299 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1603
ABLNAME:12	ABLNAME	catalog	1	9	9	0	5	ABLNAME:12	original-game/ERB/システム関係/SELL_CHARA.ERB:278 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1705 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1708
ABLNAME:22	ABLNAME	catalog	1	9	9	0	5	ABLNAME:22	original-game/ERB/システム関係/SELL_CHARA.ERB:315 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1773 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1776
ABLNAME:3	ABLNAME	catalog	1	9	9	0	5	ABLNAME:3	original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB:447 | original-game/ERB/システム関係/SELL_CHARA.ERB:305 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1637
BASE:13	BASE	body|people	3	9	4	5	2	BASE:(LOCAL:4):13, BASE:13, BASE:COUNT:13	original-game/ERB/システム関係/面接/INTERVIEW.ERB:679 | original-game/ERB/システム関係/SYSTEM_BIRTHDAY.ERB:67 | original-game/ERB/システム関係/SYSTEM_BIRTHDAY.ERB:69
CFLAG:641	CFLAG	people|body|feature-state|world|missingMapping	1	9	1	8	1	CFLAG:641	original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB:492 | original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB:530 | original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB:543
CFLAG:704	CFLAG	people|body|feature-state|world|missingMapping	1	9	7	2	3	CFLAG:MASTER:704	original-game/ERB/訪問関係/ELLEN_MISSION_DETAIL.ERB:468 | original-game/ERB/訪問関係/ELLEN_MISSION_DETAIL.ERB:564 | original-game/ERB/訪問関係/ELLEN_MISSION_DETAIL.ERB:576
CFLAG:74	CFLAG	people|body|feature-state|world|missingMapping	1	9	8	1	1	CFLAG:74	original-game/ERB/システム関係/PASSOUT.ERB:106 | original-game/ERB/システム関係/PASSOUT.ERB:106 | original-game/ERB/システム関係/PASSOUT.ERB:112
CSTR:78	CSTR	text|people|body|missingMapping	1	9	8	1	2	CSTR:78	original-game/ERB/システム関係/衣服/FUNC_TATTO.ERB:40 | original-game/ERB/訪問関係/KANON_ORDER_DETAIL.ERB:217 | original-game/ERB/訪問関係/KANON_ORDER_DETAIL.ERB:224
EX:4	EX	people|body|missingMapping	1	9	7	2	3	EX:4	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:928 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:976 | original-game/ERB/指導関係/TRAIN_MAIN.ERB:77
EX:5	EX	people|body|missingMapping	1	9	7	2	3	EX:5	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:764 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:812 | original-game/ERB/指導関係/TRAIN_MAIN.ERB:77
EXP:12	EXP	people|body|missingMapping	2	9	4	5	5	EXP:12, EXP:COUNT:12	original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB:390 | original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB:425 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:564
EXPNAME:30	EXPNAME	catalog	1	9	9	0	5	EXPNAME:30	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:554 | original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB:212 | original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB:262
EXPNAME:33	EXPNAME	catalog	1	9	9	0	6	EXPNAME:33	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:567 | original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB:219 | original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB:269
FLAG:553	FLAG	world|missingMapping	1	9	2	7	4	FLAG:553	original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB:142 | original-game/ERB/ミッション関係/キャラ/MISSION_30_LIESELOTTE.ERB:158 | original-game/ERB/実績関係/ACHIEVEMENT_15_HAERETICUS.ERB:32
FLAG:556	FLAG	world|missingMapping	1	9	4	5	4	FLAG:556	original-game/ERB/システム関係/DELCHARA.erb:10 | original-game/ERB/システム関係/PLEASE.ERB:57 | original-game/ERB/システム関係/PLEASE.ERB:60
ITEM:25	ITEM	inventory	1	9	5	4	5	ITEM:25	original-game/ERB/イベント関係/EVENT_TURNEND.ERB:471 | original-game/ERB/イベント関係/EVENT_TURNEND.ERB:472 | original-game/ERB/システム関係/CHEAT.ERB:135
ITEM:6	ITEM	inventory	1	9	4	5	6	ITEM:6	original-game/ERB/システム関係/CHEAT.ERB:148 | original-game/ERB/システム関係/CHEAT.ERB:188 | original-game/ERB/システム関係/CHEAT.ERB:254
MAXBASE:40	MAXBASE	body|people	3	9	7	2	4	MAXBASE:(GETCHARA(216)):40, MAXBASE:(GETCHARA(230)):40, MAXBASE:40	original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB:95 | original-game/ERB/ミッション関係/キャラ/MISSION_30_LIESELOTTE.ERB:104 | original-game/ERB/システム関係/INFO.ERB:658
TALENT:111	TALENT	people|body|missingMapping	3	9	4	5	4	TALENT:111, TALENT:COUNT:111, TALENT:T:111	original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB:109 | original-game/ERB/イベント関係/EVENT_TURNEND.ERB:374 | original-game/ERB/システム関係/CALC_EXABL.ERB:71
TALENT:117	TALENT	people|body|missingMapping	3	9	9	0	5	TALENT:ARG:117, TALENT:COUNT:117, TALENT:MASTER:117	original-game/ERB/システム関係/アルバイト関係/ARBEIT_05_ELENA.ERB:48 | original-game/ERB/イベント関係/EVENT_ADDICT.ERB:100 | original-game/ERB/イベント関係/EVENT_ADDICT.ERB:153
TALENT:163	TALENT	people|body|missingMapping	3	9	4	5	5	TALENT:163, TALENT:MASTER:163, TALENT:PLAYER:163	original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB:126 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1181 | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB:1183
TALENT:25	TALENT	people|body|missingMapping	2	9	5	4	7	TALENT:25, TALENT:COUNT:25	original-game/ERB/イベント関係/NTR関係/BOYFRIEND_LOOKSCHANGE.ERB:217 | original-game/ERB/システム関係/SEIIN.ERB:36 | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB:1144
TALENT:253	TALENT	people|body|missingMapping	2	9	7	2	4	TALENT:253, TALENT:COUNT:253	original-game/ERB/システム関係/INFO.ERB:467 | original-game/ERB/システム関係/SYSTEM_IWS.ERB:214 | original-game/ERB/システム関係/SYSTEM_IWS.ERB:223
TALENT:310	TALENT	people|body|missingMapping	2	9	9	0	5	TALENT:310, TALENT:COUNT:310	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB:22 | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB:84 | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB:1143
TALENT:37	TALENT	people|body|missingMapping	1	9	8	1	7	TALENT:37	original-game/ERB/イベント関係/EVENT_ADDICT.ERB:225 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:337 | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB:338
