key	family	domain	numericSlotCandidate	totalCount	readCount	writeCount	fileCount	topFiles
CFLAG:671	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:671	7	5	2	2	original-game/ERB/システム関係/PLEASE.ERB (6) | original-game/ERB/システム関係/SELL_CHARA.ERB (1)
CFLAG:COUNT:50	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:50	7	4	3	3	original-game/ERB/娼館関係/WORK_S_KBPLAY.ERB (3) | original-game/ERB/娼館関係/WORK_S_SEXORGY.ERB (3) | original-game/ERB/娼館関係/WORK_S_SUB.ERB (1)
CFLAG:MASTER:669	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:669	7	2	5	1	original-game/ERB/訪問関係/ELLEN_MISSION_DETAIL.ERB (7)
CFLAG:MASTER:760	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:760	7	5	2	1	original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (7)
CFLAG:RESULT:110	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:110	7	5	2	5	original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (2) | original-game/ERB/システム関係/SHOP_MAIN.ERB (2) | original-game/ERB/システム関係/SHOP_YUUKAKU.ERB (1)
CFLAG:RESULT:12	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:12	7	6	1	6	original-game/ERB/システム関係/SHOP_MAIN.ERB (2) | original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (1) | original-game/ERB/システム関係/SELL_CHARA.ERB (1)
CSTR:30	CSTR	text|people|body|missingMapping	CSTR:30	7	5	2	4	original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (3) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1)
CSTR:32	CSTR	text|people|body|missingMapping	CSTR:32	7	5	2	4	original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (3) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1)
CSTR:T:7	CSTR	text|people|body|missingMapping	CSTR:7	7	7	0	1	original-game/ERB/訪問関係/KANON_ORDER_DETAIL.ERB (7)
DOWN:C	DOWN	feature-session		7	7	0	1	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (7)
EXP:101	EXP	people|body|missingMapping	EXP:101	7	5	2	5	original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (2) | original-game/ERB/システム関係/PROF.ERB (2) | original-game/ERB/システム関係/初体験/FIRSTKISS_DETAIL.ERB (1)
EXP:60	EXP	people|body|missingMapping	EXP:60	7	7	0	3	original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (4) | original-game/ERB/システム関係/PROF.ERB (2) | original-game/ERB/システム関係/SELL_CHARA.ERB (1)
EXP:COUNT:2	EXP	people|body|missingMapping	EXP:2	7	0	7	3	original-game/ERB/イベント関係/NTR関係/MOLESTER_DETAIL.ERB (4) | original-game/ERB/イベント関係/NTR関係/NTR_STAFF.ERB (2) | original-game/ERB/イベント関係/BLACKGIRL.ERB (1)
EXP:LOCAL:50	EXP	people|body|missingMapping	EXP:50	7	4	3	2	original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (6) | original-game/ERB/ミッション関係/キャラ/MISSION_6_HARUMI.ERB (1)
EXPNAME:1	EXPNAME	catalog	EXPNAME:1	7	7	0	6	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (2) | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (1) | original-game/ERB/イベント関係/NTR関係/MOLESTER_DETAIL.ERB (1)
EXPNAME:57	EXPNAME	catalog	EXPNAME:57	7	7	0	5	original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (3) | original-game/ERB/指導関係/COMF51.ERB (1) | original-game/ERB/指導関係/COMF52.ERB (1)
FLAG:23	FLAG	world|missingMapping	FLAG:23	7	4	3	5	original-game/ERB/システム関係/SYSTEM_GAMESTART.ERB (2) | original-game/ERB/訪問関係/KIRYU_GUMI.ERB (2) | original-game/ERB/システム関係/SHOP_CHARABUY.ERB (1)
FLAG:35	FLAG	world|missingMapping	FLAG:35	7	3	4	4	original-game/ERB/システム関係/SYSTEM_CONFIG.ERB (3) | original-game/ERB/システム関係/SYSTEM_GAMESTART.ERB (2) | original-game/ERB/システム関係/SYSTEM_NEWGAME.ERB (1)
FLAG:545	FLAG	world|missingMapping	FLAG:545	7	5	2	2	original-game/ERB/実績関係/ACHIEVEMENT_7_BLACKIMPACT.ERB (6) | original-game/ERB/イベント関係/BLACKGIRL.ERB (1)
FLAG:74	FLAG	world|missingMapping	FLAG:74	7	5	2	2	original-game/ERB/システム関係/SYSTEM_BIRTHDAY.ERB (4) | original-game/ERB/システム関係/SYSTEM_CONFIG.ERB (3)
FLAG:C	FLAG	world|missingMapping		7	6	1	3	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB (5) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (1) | original-game/ERB/イベント関係/EVENT_TURNEND.ERB (1)
ITEM:27	ITEM	inventory	ITEM:27	7	4	3	4	original-game/ERB/システム関係/CHEAT.ERB (4) | original-game/ERB/システム関係/SHOP_ITEM.ERB (1) | original-game/ERB/指導関係/COMABLE.ERB (1)
L:0	L	script		7	4	3	2	original-game/ERB/娼館関係/WORK_RECEPTION.ERB (4) | original-game/ERB/指導関係/COMF111.ERB (3)
L:1	L	script		7	4	3	2	original-game/ERB/娼館関係/WORK_RECEPTION.ERB (4) | original-game/ERB/指導関係/COMF111.ERB (3)
MARK:T:6	MARK	people|body	MARK:6	7	2	5	1	original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (7)
MAXBASE:2	MAXBASE	body|people	MAXBASE:2	7	5	2	2	original-game/ERB/指導関係/TRAIN_MAIN.ERB (6) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (1)
MAXBASE:40	MAXBASE	body|people	MAXBASE:40	7	7	0	2	original-game/ERB/システム関係/INFO.ERB (5) | original-game/ERB/指導関係/TRAIN_MAIN.ERB (2)
MAXBASE:LOCAL:31	MAXBASE	body|people	MAXBASE:31	7	3	4	5	original-game/ERB/ミッション関係/キャラ/MISSION_20_NEWGENERATION.ERB (3) | original-game/ERB/ミッション関係/キャラ/MISSION_12_HIKARU.ERB (1) | original-game/ERB/ミッション関係/キャラ/MISSION_14_YUUKI.ERB (1)
NAME:s_actor	NAME	people|text		7	7	0	1	original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (7)
PALAM:1	PALAM	body|feature-session	PALAM:1	7	7	0	2	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (6) | original-game/ERB/指導関係/TRAIN_MAIN.ERB (1)
PALAM:14	PALAM	body|feature-session	PALAM:14	7	7	0	2	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (6) | original-game/ERB/指導関係/TRAIN_MAIN.ERB (1)
PALAM:2	PALAM	body|feature-session	PALAM:2	7	7	0	2	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (6) | original-game/ERB/指導関係/TRAIN_MAIN.ERB (1)
RELATION:(LOCAL:2)	RELATION	social		7	7	0	1	original-game/ERB/システム関係/INFO.ERB (7)
RELATION:(NO:ASSI)	RELATION	social		7	2	5	1	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (7)
STAIN:ASSI:3	STAIN	body	STAIN:3	7	3	4	3	original-game/ERB/指導関係/COMF70.ERB (4) | original-game/ERB/指導関係/COMF62.ERB (2) | original-game/ERB/指導関係/COMF35.ERB (1)
TALENT:101	TALENT	people|body|missingMapping	TALENT:101	7	4	3	6	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2) | original-game/ERB/イベント関係/ADD_CATASTROPH.ERB (1) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1)
TALENT:131	TALENT	people|body|missingMapping	TALENT:131	7	5	2	3	original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB (5) | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (1) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1)
TALENT:253	TALENT	people|body|missingMapping	TALENT:253	7	5	2	3	original-game/ERB/システム関係/SYSTEM_IWS.ERB (5) | original-game/ERB/システム関係/INFO.ERB (1) | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (1)
TALENT:271	TALENT	people|body|missingMapping	TALENT:271	7	4	3	6	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2) | original-game/ERB/イベント関係/ADD_ANGEL.ERB (1) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1)
TALENT:417	TALENT	people|body|missingMapping	TALENT:417	7	7	0	3	original-game/ERB/娼館関係/WORK_RECEPTION.ERB (5) | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (1) | original-game/ERB/システム関係/ビデオ周り/SET_VIDEOSALE.ERB (1)
TALENT:79	TALENT	people|body|missingMapping	TALENT:79	7	7	0	7	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (1) | original-game/ERB/指導関係/COMF60.ERB (1) | original-game/ERB/指導関係/COMF61.ERB (1)
TALENT:ASSI:57	TALENT	people|body|missingMapping	TALENT:57	7	7	0	2	original-game/ERB/イベント関係/EVENT_WORK_MESSAGE_SP.ERB (4) | original-game/ERB/娼館関係/WORK_S_STRIP.ERB (3)
TALENT:COUNT:100	TALENT	people|body|missingMapping	TALENT:100	7	4	3	5	original-game/ERB/訪問関係/IKUMI_LABO_CALC.ERB (3) | original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB (1) | original-game/ERB/イベント関係/職業素質系/SCOUT.ERB (1)
TALENT:COUNT:116	TALENT	people|body|missingMapping	TALENT:116	7	7	0	5	original-game/ERB/娼館関係/WORK_S_LUNCHSTALL.ERB (3) | original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (1) | original-game/ERB/娼館関係/WORK_S_KBPLAY.ERB (1)
TALENT:COUNT:117	TALENT	people|body|missingMapping	TALENT:117	7	7	0	4	original-game/ERB/イベント関係/EVENT_ADDICT.ERB (3) | original-game/ERB/イベント関係/EVENT_TURNEND.ERB (2) | original-game/ERB/イベント関係/職業素質系/C_CLUB.ERB (1)
TALENT:COUNT:126	TALENT	people|body|missingMapping	TALENT:126	7	7	0	5	original-game/ERB/娼館関係/WORK_S_KBPLAY.ERB (2) | original-game/ERB/娼館関係/WORK_S_SEXORGY.ERB (2) | original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (1)
TALENT:COUNT:132	TALENT	people|body|missingMapping	TALENT:132	7	7	0	5	original-game/ERB/娼館関係/WORK_S_KBPLAY.ERB (2) | original-game/ERB/娼館関係/WORK_S_SEXORGY.ERB (2) | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (1)
TALENT:COUNT:15	TALENT	people|body|missingMapping	TALENT:15	7	4	3	5	original-game/ERB/訪問関係/IKUMI_LABO_CALC.ERB (3) | original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB (1) | original-game/ERB/イベント関係/職業素質系/SCOUT.ERB (1)
TALENT:COUNT:33	TALENT	people|body|missingMapping	TALENT:33	7	7	0	4	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (4) | original-game/ERB/イベント関係/NTR関係/MOLESTER.ERB (1) | original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (1)
TALENT:COUNT:36	TALENT	people|body|missingMapping	TALENT:36	7	4	3	5	original-game/ERB/訪問関係/IKUMI_LABO_CALC.ERB (3) | original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB (1) | original-game/ERB/イベント関係/NTR関係/MOLESTER.ERB (1)
TALENT:COUNT:511	TALENT	people|body|missingMapping	TALENT:511	7	7	0	7	original-game/ERB/イベント関係/BLACKGIRL.ERB (1) | original-game/ERB/イベント関係/EVENT_TURNEND.ERB (1) | original-game/ERB/イベント関係/NTR関係/MOLESTER.ERB (1)
TALENT:COUNT:523	TALENT	people|body|missingMapping	TALENT:523	7	7	0	2	original-game/ERB/イベント関係/職業素質系/IDOL_PRODUCE.ERB (4) | original-game/ERB/システム関係/CALC_EXABL.ERB (3)
TALENT:PLAYER:0	TALENT	people|body|missingMapping	TALENT:0	7	5	2	2	original-game/ERB/指導関係/COMF24.ERB (6) | original-game/ERB/指導関係/COMF65.ERB (1)
TALENT:PLAYER:1	TALENT	people|body|missingMapping	TALENT:1	7	3	4	3	original-game/ERB/指導関係/COMF_VAGINASEX.ERB (3) | original-game/ERB/指導関係/COMF62.ERB (2) | original-game/ERB/指導関係/USERCOM.ERB (2)
TALENT:T:9	TALENT	people|body|missingMapping	TALENT:9	7	5	2	3	original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (4) | original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (2) | original-game/ERB/イベント関係/ADD_CATASTROPH.ERB (1)
TALENTNAME:30	TALENTNAME	catalog	TALENTNAME:30	7	7	0	3	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (4) | original-game/ERB/娼館関係/WORK_RESULT.ERB (2) | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (1)
TALENTNAME:B	TALENTNAME	catalog		7	7	0	2	original-game/ERB/訪問関係/SHOP_LABO.ERB (4) | original-game/ERB/訪問関係/EUNICE_LABO_DETAIL.ERB (3)
TCVAR:LOCAL:2	TCVAR	feature-session	TCVAR:2	7	1	6	1	original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (7)
TFLAG:11	TFLAG	feature-session|interaction|missingMapping	TFLAG:11	7	5	2	2	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (4) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB (3)
TFLAG:201	TFLAG	feature-session|interaction|missingMapping	TFLAG:201	7	7	0	1	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (7)
TFLAG:417	TFLAG	feature-session|interaction|missingMapping	TFLAG:417	7	4	3	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (7)
TFLAG:418	TFLAG	feature-session|interaction|missingMapping	TFLAG:418	7	4	3	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (7)
TFLAG:419	TFLAG	feature-session|interaction|missingMapping	TFLAG:419	7	4	3	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (7)
TFLAG:431	TFLAG	feature-session|interaction|missingMapping	TFLAG:431	7	2	5	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (7)
TFLAG:867	TFLAG	feature-session|interaction|missingMapping	TFLAG:867	7	4	3	1	original-game/ERB/システム関係/PASSOUT.ERB (7)
TFLAG:877	TFLAG	feature-session|interaction|missingMapping	TFLAG:877	7	4	3	1	original-game/ERB/システム関係/PASSOUT.ERB (7)
TFLAG:COUNT	TFLAG	feature-session|interaction|missingMapping		7	3	4	3	original-game/ERB/システム関係/未使用/SHOP_SLAVE1.ERB (3) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (2) | original-game/ERB/指導関係/TRAIN_MAIN.ERB (2)
UP:3	UP	feature-session	UP:3	7	3	4	3	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (5) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (1) | original-game/ERB/指導関係/COMF150.ERB (1)
UP:C	UP	feature-session		7	7	0	1	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (7)
ABL:LOCAL:10	ABL	people	ABL:10	6	6	0	5	original-game/ERB/システム関係/PLEASE.ERB (2) | original-game/ERB/ミッション関係/キャラ/MISSION_12_HIKARU.ERB (1) | original-game/ERB/ミッション関係/キャラ/MISSION_15_MEIKO.ERB (1)
ABL:LOCAL:17	ABL	people	ABL:17	6	6	0	4	original-game/ERB/ミッション関係/キャラ/MISSION_20_NEWGENERATION.ERB (3) | original-game/ERB/ミッション関係/キャラ/MISSION_1_AYESHA.ERB (1) | original-game/ERB/ミッション関係/キャラ/MISSION_4_MIYA.ERB (1)
ABL:PLAYER:15	ABL	people	ABL:15	6	6	0	1	original-game/ERB/指導関係/COMF56.ERB (6)
ABL:f_actor:33	ABL	people	ABL:33	6	6	0	1	original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (6)
ABL:s_actor:33	ABL	people	ABL:33	6	6	0	1	original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (6)
BASE:11	BASE	body|people	BASE:11	6	4	2	2	original-game/ERB/システム関係/SYSTEM_BIRTHDAY.ERB (4) | original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (2)
BASE:13	BASE	body|people	BASE:13	6	4	2	1	original-game/ERB/システム関係/SYSTEM_BIRTHDAY.ERB (6)
BASE:21	BASE	body|people	BASE:21	6	2	4	1	original-game/ERB/システム関係/SYSTEM_IWS.ERB (6)
BASE:CNUM:31	BASE	body|people	BASE:31	6	6	0	1	original-game/ERB/システム関係/LIFELIST_NEW.ERB (6)
BASE:C_NUM:31	BASE	body|people	BASE:31	6	0	6	2	original-game/ERB/イベント関係/NTR関係/BADBOY_RAPE.ERB (4) | original-game/ERB/イベント関係/NTR関係/NTR_STAFF.ERB (2)
BASE:LOCAL:31	BASE	body|people	BASE:31	6	0	6	3	original-game/ERB/ミッション関係/キャラ/MISSION_20_NEWGENERATION.ERB (3) | original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (2) | original-game/ERB/実績関係/ACHIEVEMENT_19_ONLYONE_KANADE.ERB (1)
BASE:TARGET:11	BASE	body|people	BASE:11	6	6	0	1	original-game/ERB/システム関係/未使用/JOBNAME.ERB (6)
CFLAG:10	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:10	6	4	2	1	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB (6)
CFLAG:141	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:141	6	0	6	1	original-game/ERB/システム関係/LYCEE.ERB (6)
CFLAG:52	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:52	6	2	4	4	original-game/ERB/娼館関係/WORK_RESULT.ERB (3) | original-game/ERB/娼館関係/WORK_NORMAL.ERB (1) | original-game/ERB/娼館関係/WORK_S_KBPLAY.ERB (1)
CFLAG:580	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:580	6	5	1	1	original-game/ERB/システム関係/SEIIN.ERB (6)
CFLAG:613	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:613	6	4	2	1	original-game/ERB/システム関係/PLEASE.ERB (6)
CFLAG:683	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:683	6	4	2	1	original-game/ERB/システム関係/PLEASE.ERB (6)
CFLAG:690	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:690	6	4	2	1	original-game/ERB/システム関係/PLEASE.ERB (6)
CFLAG:732	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:732	6	6	0	1	original-game/ERB/システム関係/SHOP_ACTRESS_INFO.ERB (6)
CFLAG:760	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:760	6	3	3	1	original-game/ERB/イベント関係/誕生日関係/SHOP_BIRTHDAY.ERB (6)
CFLAG:ASSI:18	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:18	6	3	3	1	original-game/ERB/娼館関係/WORK_S_STRIP.ERB (6)
CFLAG:C:110	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:110	6	3	3	2	original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (5) | original-game/ERB/訪問関係/SHOP_LABO.ERB (1)
CFLAG:CNUM:141	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:141	6	6	0	1	original-game/ERB/システム関係/LIFELIST_NEW.ERB (6)
CFLAG:COUNT:13	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:13	6	4	2	5	original-game/ERB/システム関係/LYCEE.ERB (2) | original-game/ERB/システム関係/SYSTEM_NEWGAME.ERB (1) | original-game/ERB/システム関係/未使用/LIFELIST.ERB (1)
CFLAG:COUNT:132	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:132	6	5	1	1	original-game/ERB/娼館関係/WORK_S_SEXORGY.ERB (6)
CFLAG:COUNT:41	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:41	6	5	1	4	original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (2) | original-game/ERB/娼館関係/WORK_S_LUNCHSTALL.ERB (2) | original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB (1)
CFLAG:COUNT:613	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:613	6	3	3	3	original-game/ERB/イベント関係/NTR関係/COMPA.ERB (3) | original-game/ERB/システム関係/PRINT_OTHERS.ERB (2) | original-game/ERB/システム関係/SYSTEM_NEWGAME.ERB (1)
CFLAG:COUNT:629	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:629	6	2	4	1	original-game/ERB/訪問関係/SAKURA_AZITO_DETAIL.ERB (6)
CFLAG:COUNT:692	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:692	6	2	4	2	original-game/ERB/イベント関係/BLACKGIRL.ERB (4) | original-game/ERB/イベント関係/EVENT_TURNEND.ERB (2)
CFLAG:C_NUM:661	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:661	6	3	3	2	original-game/ERB/イベント関係/NTR関係/NTR_STAFF.ERB (4) | original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (2)
CFLAG:MASTER:694	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:694	6	5	1	5	original-game/ERB/訪問関係/RACHEL_LABO.ERB (2) | original-game/ERB/イベント関係/EVENT_TURNEND.ERB (1) | original-game/ERB/イベント関係/NTR関係/NTR_STAFF.ERB (1)
CFLAG:RESULT:1	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:1	6	6	0	6	original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (1) | original-game/ERB/システム関係/SELL_CHARA.ERB (1) | original-game/ERB/システム関係/SHOP_MAIN.ERB (1)
CFLAG:T:701	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:701	6	4	2	1	original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (6)
CSTR:21	CSTR	text|people|body|missingMapping	CSTR:21	6	3	3	3	original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (3) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1)
CSTR:22	CSTR	text|people|body|missingMapping	CSTR:22	6	3	3	3	original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (3) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1)
CSTR:27	CSTR	text|people|body|missingMapping	CSTR:27	6	3	3	3	original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (3) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1)
CSTR:41	CSTR	text|people|body|missingMapping	CSTR:41	6	2	4	2	original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (4) | original-game/ERB/システム関係/SHOP_ACTRESS_INFO.ERB (2)
CSTR:COUNT:3	CSTR	text|people|body|missingMapping	CSTR:3	6	0	6	1	original-game/ERB/娼館関係/WORK_S_SEXORGY.ERB (6)
CSTR:L:3	CSTR	text|people|body|missingMapping	CSTR:3	6	0	6	1	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (6)
CSTR:T:8	CSTR	text|people|body|missingMapping	CSTR:8	6	6	0	1	original-game/ERB/訪問関係/KANON_ORDER_DETAIL.ERB (6)
DOWN:0	DOWN	feature-session	DOWN:0	6	1	5	1	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (6)
DOWN:1	DOWN	feature-session	DOWN:1	6	1	5	1	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (6)
DOWN:14	DOWN	feature-session	DOWN:14	6	1	5	1	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (6)
DOWN:2	DOWN	feature-session	DOWN:2	6	1	5	1	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (6)
EXP:(LOCAL:4):56	EXP	people|body|missingMapping	EXP:56	6	3	3	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (6)
EXP:70	EXP	people|body|missingMapping	EXP:70	6	3	3	5	original-game/ERB/能力上昇関係/ABLUP70.ERB (2) | original-game/ERB/イベント関係/職業素質系/MODEL_EVENT.ERB (1) | original-game/ERB/娼館関係/WORK_RESULT.ERB (1)
EXP:COUNT:5	EXP	people|body|missingMapping	EXP:5	6	3	3	3	original-game/ERB/娼館関係/WORK_S_KBPLAY.ERB (3) | original-game/ERB/イベント関係/NTR関係/NTR_STAFF.ERB (2) | original-game/ERB/イベント関係/BLACKGIRL.ERB (1)
EXP:LOCAL:76	EXP	people|body|missingMapping	EXP:76	6	6	0	1	original-game/ERB/ミッション関係/キャラ/MISSION_20_NEWGENERATION.ERB (6)
EXP:T:55	EXP	people|body|missingMapping	EXP:55	6	6	0	1	original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (6)
EXPNAME:(LOCAL:3)	EXPNAME	catalog		6	6	0	3	original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (2) | original-game/ERB/イベント関係/NTR関係/BOYFRIEND_LOOKSCHANGE.ERB (2) | original-game/ERB/ＡＶ撮影関係/SHOP_AV.ERB (2)
EXPNAME:3	EXPNAME	catalog	EXPNAME:3	6	6	0	4	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (2) | original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (2) | original-game/ERB/能力上昇関係/ABLUP38.ERB (1)
FLAG:100	FLAG	world|missingMapping	FLAG:100	6	5	1	3	original-game/ERB/訪問関係/KIRYU_GUMI.ERB (3) | original-game/ERB/システム関係/SHOP_MAIN.ERB (2) | original-game/ERB/イベント関係/EVENT_TURNEND.ERB (1)
FLAG:1111	FLAG	world|missingMapping	FLAG:1111	6	6	0	4	original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB (2) | original-game/ERB/システム関係/SHOP_MAIN.ERB (2) | original-game/ERB/システム関係/未使用/LIFELIST.ERB (1)
FLAG:140	FLAG	world|missingMapping	FLAG:140	6	4	2	2	original-game/ERB/システム関係/SYSTEM_CONFIG.ERB (4) | original-game/ERB/システム関係/GENITALFORM.ERB (2)
FLAG:33	FLAG	world|missingMapping	FLAG:33	6	4	2	1	original-game/ERB/システム関係/SHOP_ITEM.ERB (6)
FLAG:542	FLAG	world|missingMapping	FLAG:542	6	4	2	2	original-game/ERB/実績関係/ACHIEVEMENT_7_BLACKIMPACT.ERB (5) | original-game/ERB/イベント関係/EVENT_TURNEND.ERB (1)
FLAG:546	FLAG	world|missingMapping	FLAG:546	6	5	1	2	original-game/ERB/システム関係/SHOP_YUUKAKU.ERB (4) | original-game/ERB/実績関係/ACHIEVEMENT_11_YAOH.ERB (2)
FLAG:554	FLAG	world|missingMapping	FLAG:554	6	4	2	3	original-game/ERB/イベント関係/EVENT_TURNEND.ERB (2) | original-game/ERB/イベント関係/職業素質系/IDOL_PRODUCE.ERB (2) | original-game/ERB/システム関係/衣服/COSPLAY.ERB (2)
